Date/Time           	Concord Word        	Tweet                                                                                                                   	Type    	Is Covid	Rank  	Tweet Id            	Row#	default             
2020-02-10 11:47:57 	republican          	95% Approval Rating in the Republican Party a Record! 53% overall (plus add 9 points?). Corrupt Democrat politicians have brought me to highest polling numbers ever with the Impeachment Hoax. Thank you Nancy!	tweet   	No?     	4795  	1226835190569414657 	108 	4795.0              
2020-02-12 18:32:12 	republican          	....If my hands were tied Iran would have a field day. Sends a very bad signal. The Democrats are only doing this as an attempt to embarrass the Republican Party. Don’t let it happen!	tweet   	No?     	4795  	1227661700264013826 	109 	4795.0              
2020-02-14 15:25:18 	republican          	....always continue. Every Republican Senator except Romney many highly religious people all very smart voted against the Impeachment Hoax. @SenCapito was all in (a great person). I was told by many that Manchin was just a puppet for Schumer &amp; Pelosi. That’s what he is!	tweet   	No?     	4795  	1228339437685395458 	110 	4795.0              
2020-02-14 15:26:37 	republican          	95% Approval Rating in the Republican Party. Thank you!                                                                 	tweet   	No?     	4795  	1228339772348915712 	111 	4795.0              
2020-02-14 22:28:57 	republican          	.@LouisGohmertTX1 is a Fantastic Republican from the Great State of Texas! He fully supports our #MAGA and #KAG Agenda Border WALL Military Vets and your Second Amendment. Louie is my friend and has my Complete and Total Endorsement! https://t.co/7MWH000IbI	tweet   	No?     	4795  	1228446055576035330 	112 	4795.0              
2020-02-14 22:44:23 	republican          	.@LouieGohmertTX1 is a Fantastic Republican from the Great State of Texas! He fully supports our #MAGA and #KAG Agenda Border WALL Military Vets and your Second Amendment. Louie is my friend and has my Complete and Total Endorsement! https://t.co/7MWH000IbI	tweet   	No?     	4795  	1228449937211392000 	113 	4795.0              
2020-02-20 04:32:58 	republican          	The Democrat party is the party of high taxes high crime open borders late-term abortion socialism blatant corruption and the total destruction of your Second Amendment. The Republican Party is the party of the American Worker the American Family and the American Dream! https://t.co/GhyS5MD8Q9	tweet   	No?     	4795  	1230349601854504961 	114 	4795.0              
2020-02-20 15:29:18 	republican          	John Kerry and Senator Chris Murphy grossly violated the Logan Act with respect to Iran. If a Republican did what they did there would be very serious ramifications!	tweet   	No?     	4795  	1230514772338069504 	115 	4795.0              
2020-02-23 23:07:43 	republican          	95% Approval Rating in the Republican Party a Record. 218 Federal Judges also a Record. 2 Supreme Court Justices. Thank you!	tweet   	No?     	4795  	1231717300627107840 	116 	4795.0              
2020-02-26 02:34:31 	republican          	52% in the new Rasmussen Poll. 95% Approval Rating in the Republican Party. Thank you!                                  	tweet   	No?     	4795  	1232494118137294850 	117 	4795.0              
2020-02-28 02:32:10 	republican          	Do Nothing Democrats were busy wasting their time on the Impeachment Hoax &amp; anything they could do to make the Republican Party look bad while I was busy calling early boarder &amp; flight closings putting us way ahead in our battle with the Coronavirus. Dems called it very wrong!	tweet   	Yes!    	4795  	1233218304271167489 	118 	4795.0              
2020-02-28 05:43:14 	republican          	The Do Nothing Democrats were busy wasting time on the Immigration Hoax &amp; anything else they could do to make the Republican Party look bad while I was busy calling early BORDER &amp; FLIGHT closings putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!	tweet   	Yes!    	4795  	1233266386291580931 	119 	4795.0              
2020-03-05 00:21:01 	republican          	This is a direct &amp; dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this he or she would be arrested or impeached. Serious action MUST be taken NOW! https://t.co/WqQUbyzaJU	tweet   	No?     	4795  	1235359627082117120 	120 	4795.0              
2020-03-10 21:59:35 	republican          	Best unemployment numbers in the history of our Country. Best employment number EVER almost 160 million people working right now. Vote Republican unless you want to see these numbers obliterated!	tweet   	No?     	4795  	1237498359134466051 	121 	4795.0              
2020-03-12 14:44:36 	republican          	Many Republican Senators want me to Veto the FISA Bill until we find out what led to and happened with the illegal attempted “coup” of the duly elected President of the United States and others!	tweet   	No?     	4795  	1238113667754995712 	122 	4795.0              
2020-03-15 17:09:50 	republican          	Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court and our two great Justices. If a Republican did that there would be an endless price to pay. Pathetic!	tweet   	No?     	4795  	1239237382458806277 	123 	4795.0              
2020-03-18 13:29:58 	republican          	95% Approval Rating in the Republican Party 53% overall. Not bad considering I get nothing but Fake &amp; Corrupt News day and night. “Russia Russia Russia” then “the Ukraine Scam (where’s the Whistleblower?)” the “Impeachment Hoax” and more more more....	tweet   	No?     	4795  	1240269212871995393 	124 	4795.0              
2020-03-24 04:16:29 	republican          	This will never be approved by me or any other Republican! https://t.co/jWcGaS2QZC                                      	tweet   	No?     	4795  	1242304251520524289 	125 	4795.0              
2020-03-27 13:44:50 	republican          	...&amp; costly. Workers &amp; small businesses need money now in order to survive. Virus wasn’t their fault. It is “HELL” dealing with the Dems had to give up some stupid things in order to get the “big picture” done. 90% GREAT! WIN BACK HOUSE but throw Massie out of Republican Party!	tweet   	Yes!    	4795  	1243534445367492608 	126 	4795.0              
2020-04-07 04:35:42 	republican          	Vote today Tuesday for highly respected Republican Justice Daniel Kelly. Tough on Crime loves your Military Vets Farmers &amp; will save your 2nd Amendment. A BIG VOTE! https://t.co/1FPYjzZCoH	tweet   	No?     	4795  	1247382518376140800 	127 	4795.0              
2020-04-08 15:49:28 	republican          	Bernie Sanders is OUT! Thank you to Elizabeth Warren. If not for her Bernie would have won almost every state on Super Tuesday! This ended just like the Democrats &amp; the DNC wanted same as the Crooked Hillary fiasco. The Bernie people should come to the Republican Party TRADE!	tweet   	No?     	4795  	1247914464319504385 	128 	4795.0              
2020-04-10 14:14:28 	republican          	Wow Approval Rating in the Republican Party - 96%. Thank you!                                                           	tweet   	No?     	4795  	1248615335139262470 	129 	4795.0              
2020-04-16 13:12:40 	republican          	.@OANN Poll “Gives President Trump a 52% Approval Rating in North Carolina and a seven point lead over (Sleepy) Joe Biden. The President also helps other Republican Candidates including @SenThomTillis who has a 4% lead over his Democrat rival.”	tweet   	No?     	4795  	1250774109144875008 	130 	4795.0              
2020-04-21 11:15:57 	republican          	96% Approval Rating in the Republican Party. Thank you! This must also mean that most importantly we are doing a good (great) job in the handling of the Pandemic.	tweet   	No?     	4795  	1252556676818968576 	131 	4795.0              
2020-04-24 04:17:52 	republican          	Disgraceful. Should join the Republican Party! https://t.co/HMpXOEdgSA                                                  	tweet   	No?     	4795  	1253538626992046080 	132 	4795.0              
2020-05-02 13:17:42 	republican          	96% Approval Rating in the Republican Party. Thank you! Also just out highest ever Approval Rating overall in the new Gallup Poll and shows “Trump beating Sleepy Joe Biden.”	tweet   	No?     	4795  	1256573581657604096 	133 	4795.0              
2020-05-05 04:46:34 	republican          	....lost for Evan “McMuffin” McMullin (to me). Steve Schmidt &amp; Reed Galvin lost for John McCain Romney’s campaign manager (?) lost big to “O” &amp; Jennifer Horn got thrown out of the New Hampshire Republican Party. They’re all LOSERS but Abe Lincoln Republican is all smiles!	tweet   	No?     	4795  	1257532114666508291 	134 	4795.0              
2020-05-11 15:21:56 	republican          	He should be FIRED by Concast. If done by a Republican would be “prosecuted”. @AjitPaiFCC https://t.co/Lqi3oWEaiP       	tweet   	No?     	4795  	1259866337029038080 	135 	4795.0              
2020-05-12 11:25:17 	republican          	96% APPROVAL RATING IN THE REPUBLICAN PARTY. THANK YOU! We will win against a tired exhausted man Sleepy Joe Biden in November.	tweet   	No?     	4795  	1260169167665270787 	136 	4795.0              
2020-05-13 12:58:23 	republican          	Big Congressional win in California for Mike Garcia taking back a seat from the Democrats. This is the first time in many years that a California Dem seat has flipped back to a Republican. Also Tom Tiffany beat his Democrat rival BIG in Wisconsin. Two great Congressional WINS!	tweet   	No?     	4795  	1260554985881964546 	137 	4795.0              
2020-05-16 13:10:02 	republican          	95% Approval Rating in Republican Party. 51% Plus overall. But you NEVER read or see this in the Fake News Media. Always hearing bad made up numbers on how badly I’m doing. Lamestream Media is unhinged and CORRUPT! https://t.co/ebrufe2ZEQ	tweet   	No?     	4795  	1261645083704729600 	138 	4795.0              
Done: >
     total number of rows = 138
     select and file write took 0.04980969429016113 seconds
:========  footer eof  ============
